Tanda,Empresa,Zona/Sede,Empleados,Sector,Tier,Por qué encaja,Señales,Fuentes
Valencia,ARANCO,C. Valenciana,82,Packaging and Containers Manufacturing,C,"ARANCO es industrial valenciana, exportadora real con filiales propias en Europa y venta directa, lo que cumple varios criterios formales. Sin embargo, su modelo de negocio 'Wrapping as a Service' (maquina + film + mantenimiento facturado por palet) es esencialmente un servicio operativo recurrente de bajo ticket unitario, no la venta de bien de equipo industrial de alto valor con ciclo largo de proyecto. Sus compradores son directores de logistica y operaciones de empresas de cualquier sector, lo que no encaja con el perfil de comprador tecnico-industrial de nicho que Neety necesita para activar senales de inteligencia comercial (nuevo mercado, nueva planta, M&A). El parecido superficial con una empresa de maquinaria industrial no se sostiene al analizar el modelo comercial y el perfil de cliente final.","Expansion internacional activa: filial propia Aranco France abierta en 2023, filial Aranco Deutschland iniciada en 2025 | Mas de 2.300 maquinas instaladas en Europa y mas de 800 clientes activos (universe amplio) | Fabricacion propia de maquinaria en Espana con tecnologia conectada (AGV, IA, 5G) | Empresa familiar espanola fundada en 1988, no filial de multinacional extranjera | Venta directa con comerciales propios y filiales (sin modelo de distribuidores externos) | Presencia en ferias industriales europeas: Empack Dortmund 2026, Empack Spain 2025",https://www.aranco.com/en | https://www.aranco.com/en/aranco-deutschland-our-packaging-service-model-enters-the-German-market | https://www.diariodelpuerto.com/logistica/aranco-refuerza-su-estrategia-de-expansion-internacional-en-2025-NL23288764 | https://atlas.marcasrenombradas.com/marcas/aranco/?lang=en | https://www.alimarket.es/envase/noticia/421536/aranco-lleva-sus-ultimas-soluciones-a-empack-dortmund-2026
Valencia,Basor Electric,C. Valenciana,242,"Appliances, Electrical, and Electronics Manufacturing",C,"Basor Electric cumple los requisitos de tamaño (242 empleados), origen español, exportación real y universo de compradores amplio. Sin embargo, falla en los dos criterios más determinantes del ICP de Neety: (1) venta directa — su canal es el distribuidor de material eléctrico, no un equipo comercial propio que cierra proyectos con el cliente industrial final; (2) bien de equipo / ticket alto con ciclo largo — la bandeja portacables es un componente de instalación que se compra por catálogo a través de distribuidor, sin el proceso de venta consultiva y señales de expansión que Neety necesita detectar. El patrón de clientes de referencia (Danobat, Fagor Automation, ULMA Packaging) implica maquinaria/bienes de equipo vendidos directamente; Basor no encaja en ese modelo. Descartable para prospección activa.","Exporta a más de 30 países / 50 mercados en 5 continentes (web basor.com) | Filial productiva propia en México — Basor México SAPI de CV (LinkedIn showcase activo) | Inversión de 18M€ y duplicación de plantilla en Almansa (2018, clm24.es) | CEPYME500: reconocida entre las 500 pymes de mayor crecimiento de 2020 | Propietario BAFT INDUSTRIAL SL (española) — no es filial de multinacional extranjera (axesor/empresia 2025) | 242-286 empleados, dentro del rango ICP de tamaño",https://www.basor.com/historia/ | https://material-electrico.cdecomunicacion.es/noticias/proveedores/42217/basor-electric-reconocida-como-una-de-las-500-pymes-de-mayor-crecimiento-de-2020 | https://almansa.es/la-empresa-basor-duplicara-su-plantilla-en-almansa-con-una-inversion-de-18me | https://www.cepyme500.com/es/empresa/basor-electric-sa-1 | https://mx.linkedin.com/showcase/basor-mexico/ | https://www.empresia.es/empresa/basor-electric/
Valencia,Euroatomizado Grupo,C. Valenciana,67,"Glass, Ceramics and Concrete Manufacturing",C,"Euroatomizado Grupo es un fabricante industrial exportador de composiciones ceramicas (atomizado), con presencia internacional y venta directa B2B. Sin embargo, su producto es materia prima de proceso ceramico — insumo industrial cercano a commodity — no un bien de equipo, maquinaria o proyecto de ingenieria. El universo de compradores (fabricantes de azulejo) es estructuralmente concentrado: el grueso del mercado mundial se reparte entre unos pocos clusters (Castellon, Sassuolo, China, Brasil), lo que aleja el perfil del ICP de universo amplio que necesita Neety. El matiz ICP en ceramica aplica a proveedores de mayor valor tecnico (fritas, esmaltes, maquinaria ceramica) que venden a cientos de fabricantes en el mundo; el atomizado ocupa un escalon anterior en la cadena, con menor diferenciacion y menor necesidad de inteligencia comercial por señales. No se detectan señales positivas recientes (expansion, country managers, nuevos mercados). Descartable salvo nueva informacion que demuestre modelo de venta de alto valor tecnico a mercados muy diversos.","Lider nacional e internacional en composiciones ceramicas (web propia 2024) | Dos plantas con capacidad de 1.800.000 ton/año — escala industrial real | 212 empleados (mayo 2026) — tamaño dentro del sweet spot | Vocacion mundial: 'ser reconocidos mundialmente como empresa lideres en composiciones ceramicas' | Venta directa B2B a fabricantes de azulejo, sin distribuidor intermedio aparente",https://grupoeuroatomizado.com/sobre-nosotros | https://grupoeuroatomizado.com/liderazgo-2 | https://grupoeuroatomizado.com/alta-capacidad-productiva | https://www.einforma.com/informacion-empresa/nuevos-productos-ceramicos
Valencia,Sienz,C. Valenciana,104,Industrial Machinery Manufacturing,C,"Sienz fabrica y vende maquinaria postcosecha de clasificación de fruta fresca, lo cual es bien de equipo industrial con ticket alto y presencia internacional real. Sin embargo, presenta dos anti-ICP estructurales: (1) opera principalmente como integrador/agente exclusivo de Tomra-Compac en sus territorios (España, Portugal, Francia, Latam, etc.), lo que significa que no tiene una fuerza de venta directa autónoma buscando nuevos mercados sino que canaliza la demanda de una multinacional extranjera; (2) el universo de compradores es inherentemente estrecho — son instalaciones de envasado de fruta (packhouses), un segmento muy específico y numéricamente limitado en cada país, muy diferente de 'muchos fabricantes de azulejo en el mundo' o similares. No cumple el criterio de broad_buyer_universe ni de direct_sales autónoma. Descartable como ICP prioritario.","Maquinaria de clasificación postcosecha — bien de equipo industrial con ticket alto y ciclo largo | Presencia internacional confirmada: España, Portugal, Francia, Latinoamérica, Oriente Medio, Australia/NZ (partnership con Compac 2025) | Origen Compac/Fomesa con historial en 57 países | 104 empleados (ficha LinkedIn) — dentro del rango ICP | Tecnología propia Orbital AI para clasificación con IA (señal de innovación/producto nuevo) | Plantas de producción en Valencia y Uruguay — operativa multinacional real",https://sienz.com/en/nuestras-historia/ | https://www.freshplaza.com/north-america/article/2118254/compac-sorting-equipment-and-fomesa-to-join-forces/ | https://www.postharvest.biz/news/compac-and-sienz-announce-partnership-for-the-supply-of-produce-grading-solutions-in-australia-and-new-zealand-26551 | https://www.einforma.com/informacion-empresa/compac-fomesa-postharvest-solutions
Valencia,Guillén Group,C. Valenciana,80,Automation Machinery Manufacturing,C,"Guillén Group es un fabricante industrial valenciano con exportación real y tamaño adecuado, pero no encaja con el ICP de Neety por dos razones críticas: (1) el modelo de internacionalización se apoya en distribuidores (Grupo Cimar en Portugal, Manuel Rey en España, acuerdo con Wielton/TIP en 2022), no en comerciales propios o country managers que serían los usuarios naturales de una herramienta de señales comerciales; (2) el producto (semirremolques) tiene un ciclo de venta más transaccional y price-driven que los bienes de equipo industriales del patrón ICP (maquinaria, automatización, ingeniería). El universo de compradores es amplio (flotas de transporte en Europa y Oriente Medio) pero la inteligencia comercial por señales tiene poco valor diferencial en un mercado donde el precio y la disponibilidad dominan la decisión. No hay señales anti-ICP de filial extranjera ni compradores concentrados, pero el modelo de canal y el tipo de producto lo alejan suficientemente del perfil ideal.","Exporta a múltiples mercados: Escandinavia, Francia, Irlanda, Bálticos, Qatar, Golfo Pérsico, Norte de África (reportado 2016-2022) | Facturación consolidada >25M€ en 2016, empresa estable con 120+ años de historia | ~80 empleados, rango de tamaño encaja con ICP | Acuerdo con Wielton Group y TIP Group en 2022 — señal de expansión internacional | Fundada en 1895, sólida base industrial en C. Valenciana",https://www.guillen-group.com/es/guillen-group-distribuira-sus-semirremolques-en-portugal-traves-del-grupo-cimar/ | https://www.guillen-group.com/es/guillen-group-celebra-120-aniversario-una-facturacion-consolidada-superior-los-25-millones-euros-2016/ | https://transporteprofesional.es/reportajes-transporte/transporte/Grupo%20Guill%C3%A9n
Valencia,CITROSOL,C. Valenciana,141,Chemical Manufacturing,C,"CITROSOL encaja en tamaño (141 empleados) y tiene internacionalización real con presencia propia en 4+ países, pero falla en los criterios de producto y modelo comercial que definen el ICP de Neety. Su negocio es química de consumo postcosecha (fungicidas, ceras, recubrimientos para fruta) — exactamente el tipo de producto que el criterio ICP descarta como 'quimica a granel / commodity / ticket bajo'. No es un proveedor de bienes de equipo ni proyectos con ciclo largo: sus clientes compran insumos en ciclos cortos de reposición. Además usa distribuidores en mercados relevantes (Asia, Turquía), no fuerza de venta directa pura. La señal de expansión internacional es real pero el modelo de negocio no genera las señales de compra de inteligencia comercial por proyectos que busca Neety.","Presencia en más de 25 países con subsidiarias propias en Perú, Sudáfrica, Uruguay y Egipto (2024-2025) | 141 empleados — dentro del rango ICP (80-1000) | Reconstrucción y modernización de fábrica en 2025 (señal de expansión) | Presencia en Fruit Logistica 2026 reforzando liderazgo en postcosecha de aguacate — expansión activa de mercados | Empresa fundada en 1964, con I+D+i propio (>1.200 m² laboratorio/planta piloto)",https://valenciafruits.com/citrosol-refuerza-su-liderazgo-en-postcosecha-de-aguacate-en-fruit-logistica-2026/ | https://agroautentico.com/2025/03/citrosol-reconstruye-moderniza-su-fabrica-de-postcosecha-y-amplia-instalaciones/ | https://www.citrosol.com/en/empresa/ | https://es.linkedin.com/company/citrosol
Valencia,ITV-Ice Makers,C. Valenciana,85,Machinery Manufacturing,C,"ITV-Ice Makers cumple algunos criterios formales (C. Valenciana, 85 empleados, exportacion internacional real con filiales propias, Machinery Manufacturing), pero el modelo de negocio la descarta como ICP de Neety. Fabrica maquinas de hielo para el canal hosteleria y las distribuye a traves de una red de distribuidores especializados, no mediante venta directa a clientes industriales con ciclo largo y decision compleja. El ticket unitario es bajo, el comprador final es un bar o restaurante, y el proceso de venta no genera las senales de inteligencia comercial (nuevos mercados industriales, licitaciones, proyectos de planta) que Neety detecta. La internacionalizacion es real pero orientada a canal distribuidor en hosteleria global, no a desarrollo de negocio industrial directo. Descartada por modelo distribuidor + mercado hosteleria + ticket bajo.","Exporta a ~100 paises con presencia desde 1982 (fuente: itv.es/about-us) | Filial propia en EE.UU. (ITV Ice Makers USA, Orlando FL) y en Francia, mas delegacion en Portugal — señal de internacionalizacion directa (fuente: busqueda 2025) | 85 empleados en C. Valenciana, dentro del rango de tamaño ICP | Sector Machinery Manufacturing segun LinkedIn",https://itv.es/en/about-us/ | https://itvice.com/wordpress/about-us/ | https://www.coolvi.es/brand/itv/ | https://mabhostelero.com/2022/03/itv-ice-makers-eduardo-lopez-director-comercial/ | https://www.zoominfo.com/c/itv/372822427
Valencia,Extrusax,C. Valenciana,134,Fabricated Metal Products,C,"Extrusax encaja en tamaño (134 emp) y en exportación real (75% ventas Europa, +20 países), pero falla en los criterios de negocio más importantes para Neety: es un fabricante de perfiles de aluminio extruido, un semielaborado/commodity que se comercializa por tonelada a través de distribuidores, almacenistas y transformadores. El 45% de ingresos viene de construcción, donde el canal es distribuidor por definición. No hay evidencia de venta directa con comerciales propios por mercado ni de ciclos largos de proyecto. Las señales de inteligencia comercial que detecta Neety (nuevo país, nueva planta, M&A, country manager) no son accionables en este modelo de negocio de volumen y recurrencia. No es bien de equipo ni ingeniería de proyecto.","Exporta a +20 países con 75% de ventas en mercado europeo (2024) | Facturación ~73M€ con crecimiento del 20% impulsado por mercado europeo (2024) | 134 empleados en rango sweet spot ICP (80-150) | Presencia en Alemania, Francia, Italia, UK, Bélgica, Holanda, Portugal, Suecia, Dinamarca y Oriente Medio",https://alicanteplaza.es/extrusax-incrementa-sus-ventas-un-20-hasta-73-millones-gracias-al-mercado-europeo-del-aluminio | https://www.mejordealuminio.com/noticias/EXTRUSAX_servicio_global_extrusion | https://www.mejordealuminio.com/extrusax_gran_productor_aluminio | https://alicanteplaza.es/alicanteplaza/extrusax-dispara-su-facturacion-un-46-por-el-precio-del-aluminio-y-gana-4-3-millones
Valencia,Heligràfics Fotogrametría S.L.,C. Valenciana,81,Aviation and Aerospace Component Manufacturing,C,"Heligràfics es un prestador de servicios técnicos aerotransportados (fotogrametría, LiDAR, hiperspectral) con proyección internacional real: opera en 15+ países, 4 continentes, y ganó el Premio a la Internacionalización 2025 de Cámara Alcoy. Sin embargo, su universo de compradores es estrecho e institucional/público: contratos con el Ministerio de Transición Ecológica, CONAF (Chile), emergencias y protección civil. No es fabricante ni distribuidor de bienes de equipo industrial vendido a muchos clientes privados. El modelo es de servicio técnico por proyecto licitado (concursos públicos), no de desarrollo comercial B2B con country managers y pipeline privado. El patrón de señales de Neety (nuevos mercados industriales privados, ampliación de red comercial propia) no aplica a este tipo de empresa. Tamaño (81 empleados) e internacionalización correctos, pero buyer universe y modelo de negocio no encajan con el ICP.","Internacionalización real: proyectos en 15+ países, 4 continentes (web heligrafics.net) | Premio a la Internacionalización 2025 de Cámara de Comercio de Alcoy (Alicante Plaza, 2025) | 81 empleados según LinkedIn — en rango sweet spot del ICP | Tecnología diferencial: sensores LiDAR e hiperspectral aerotransportados propios | Proyectos en América, Asia, África y Europa — expansión geográfica activa",https://alicanteplaza.es/alicanteplaza/alcoy-el-comtat/heligrafics-ejemplo-de-innovacion-y-proyeccion-global-recibe-el-premio-a-la-internacionalizacion-2025-de-camara-alcoy | https://www.heligrafics.net/en/home/ | https://www.heligrafics.net/fotogrametria-lidar-heligrafics/
Valencia,Hidro Water,C. Valenciana,78,Industrial Machinery Manufacturing,C,"Hidro Water exporta y fabrica equipo técnico, lo que cumple dos criterios ICP. Sin embargo, el modelo comercial es predominantemente a través de distribuidores oficiales (confirmado por múltiples distribuidores identificados en web pública), no venta directa con comerciales propios en mercados exteriores. Además, la mezcla de divisiones (residencial, piscinas, industrial) y la venta de consumibles de bajo ticket alejan el perfil del ICP de Neety, que busca empresas con venta directa de bien de equipo a base amplia de clientes finales. No hay señales recientes de expansión directa internacional ni country managers. El tamaño es adecuado pero los otros vectores clave (direct_sales, broad_buyer_universe) no se cumplen.","Exporta a +30 países con apoyo ICEX (confirmado web oficial y registro mercantil 2026) | Fabricante de equipos de tratamiento de agua industrial (MBR, desalinización, ultrafiltración): sector técnico válido | 78 empleados en C. Valenciana, dentro del rango de tamaño ICP | División industrial activa con proyectos en África, Europa y Latinoamérica",https://hidro-water.com/company/?lang=en | https://hidro-water.com/?lang=en | https://aquadux.es/hidro-water/ | https://achedosol.com/hidro-water/ | https://www.aunadistribucion.com/proveedor/325/hidro-water | https://www.axesor.es/Informes-Empresas/1009154/HIDRO_WATER_SL.html
Valencia,Hidroten,C. Valenciana,66,Plastics Manufacturing,C,"Hidroten exporta de verdad y tiene escala industrial, pero su modelo de negocio es fabricacion y distribucion de componentes plasticos (valvuleria PVC, accesorios de fontaneria) que llegan al mercado via distribuidores, ferreterias y plataformas online. No hay venta directa de bien de equipo a clientes industriales finales con ciclo largo. El producto es accesorio/componente de ticket bajo-medio, no maquinaria ni ingenieria. No encaja en el patron ICP de Neety: falta venta directa, falta ciclo largo/ticket alto y el canal es distribucion. Las senales de exportacion son positivas pero insuficientes para compensar los anti-ICP estructurales.","Exportacion real: ~41% de ventas son exportaciones, ranked 6.377 nacional entre exportadoras (datos 2023/cesce.es) | Presencia internacional: comercializa en mercados mundiales segun web corporativa | Empresa familiar fundada 1995, sede Alicante, instalaciones >25.000 m2, escala industrial consolidada | 66 empleados segun LinkedIn ficha; fuentes mercantiles apuntan a 51-200 rango",https://exportadores.cesce.es/exportaciones-hidroten | https://hidroten.com/en/meet-hidroten | https://www.einforma.com/informacion-empresa/hidroten | https://achedosol.com/hidroten/ | https://grupopiscinas.com/proveedor/hidroten/
Valencia,RALOE,C. Valenciana,92,Industrial Machinery Manufacturing,C,"RALOE es una empresa de distribucion y comercializacion de aparatos elevadores y componentes para profesionales del sector (instaladoras de ascensores), con catalogo multimarca y recambios. Aunque tiene presencia internacional real en +60 paises y 92 empleados en C. Valenciana, su modelo de negocio es incompatible con el ICP de Neety: no es fabricante de bien de equipo con venta directa a clientes industriales finales, sino un mayorista/distribuidor de componentes y repuestos con ticket medio-bajo por referencia. El universo de compradores son instaladoras de elevadores, un segmento concentrado por mercado geografico y no el perfil de 'muchos compradores finales industriales en el mundo' que busca Neety. Descarte por modelo de distribuidor/recambios.","Presencia internacional en +60 paises (web RALOE) | 92 empleados en C. Valenciana, dentro del rango sweet spot | +50 anos de experiencia en sector industrial de elevacion",https://www.raloe.com/ | https://www.raloe.com/sobre-raloe/ | https://www.raloe.com/por-que-raloe/ | https://www.ascensorssales.com/es/visitamos-las-instalaciones-de-raloe-en-valencia/
Resto/Andalucía,AND & OR,Andalucía,118,Machinery Manufacturing,A,"AND & OR es un fabricante andaluz de maquinaria y sistemas de automatización industrial con producto propio, 118 empleados y 80% de ventas en mercados internacionales distribuidos en más de 90 países. Dispone de filiales comerciales propias (no distribuidores) en EEUU, China, Bélgica y México, lo que confirma venta directa con estructura de country managers. Sus clientes son fabricantes industriales en sectores de envasado, vidrio y embotellado —universo de compradores amplio con muchos clientes finales en el mundo—. El ticket es alto (proyectos de automatización a medida, ciclo largo). No es consultora, integradora IT ni filial extranjera. Encaja en el patrón de referencia tipo ULMA Packaging o Fagor Automation. Fit muy sólido en todas las dimensiones ICP de Neety.","80% de la facturación proviene de mercados internacionales (fuente: empresaexterior.com) | Presencia activa en más de 90 países con filiales propias en EEUU, China, Bélgica y México | 40 años de historia como fabricante de maquinaria industrial propia (fundada 1986) | 118 empleados — sweet spot ICP (80-150) | Premio a la Empresa Exportadora de Andalucía (fuente: andyor.com) | Nueva planta de producción en desarrollo (expansión activa) | Sectores cliente muy variados: plástico, vidrio, embotellado, intralogística — universo de compradores amplio | Inversión propia en I+D durante 10 años y desarrollo de vehículos autónomos (AGV/AMR)",https://empresaexterior.com/art/94554/and-or-se-consolida-como-lider-en-el-sector-de-maquinaria-industrial-con-presencia-en-tres-continentes | https://andyor.com/en/about-us/ | https://andyor.com/en/la-sevillana-and-or-premio-a-la-empresa-exportadora/ | https://andaluciaeconomica.com/and-or-celebra-40-anos-de-innovacion-y-liderazgo-en-automatizacion-industrial/
Resto/Castilla-La Mancha,SYMAGA,Castilla-La Mancha,73,Mechanical Or Industrial Engineering,A,"SYMAGA es un caso ICP sólido. Fabricante industrial español de producto propio (silos metálicos galvanizados), con exportación real a 150 países y más del 90% de la facturación en mercados internacionales. Su universo de compradores potenciales es amplísimo —cualquier instalación agrícola, cooperativa, puerto, planta industrial o de biomasa en el mundo puede ser cliente—, lo que hace especialmente valioso un software de inteligencia comercial por señales (nueva planta, ampliación de cooperativa, proyecto agroindustrial en país emergente). Vende directamente con equipo comercial propio y multilingual, no a través de distribuidores exclusivos. Ticket alto y ciclo largo (instalaciones de hasta 25.000 m³, proyectos de ingeniería complejos). Tamaño (73-150 empleados) y facturación (73M€) encajan en el sweet spot ICP. El único matiz es que el producto es relativamente estándar/catalog, lo que podría implicar algo más de dependencia de precio; pero la dimensión exportadora y la amplitud de mercados lo compensan con creces.","Exporta a 150 países con >90% de facturación internacional (dato web oficial 2025) | Facturación 73M€ en 2024 con objetivo de 100M€ en 2028 — expansión activa | Ganó cuota en Canadá gracias a aranceles a competidores (noticia sept 2025) — señal de apertura de nuevo mercado | Sustituyó mercado ucraniano (caída -15% facturación) reconvirtiendo en crecimiento en Polonia y Rumania — capacidad de pivote internacional | Equipo comercial multilingüe y departamento de ingeniería propio para proyectos llave en mano | Presencia activa en ferias internacionales (Agritechnica) — desarrollo de negocio propio | Universo de compradores amplísimo: cooperativas agrícolas, molinos, puertos, plantas de bioetanol, cervecerías, industria de piensos, biomasa... en todo el mundo | Empresa familiar española 100% — no filial extranjera",https://www.elcorreogallego.es/economia/2025/09/14/gracias-aranceles-hemos-ganado-cuota-canada-121554634.html | https://www.symaga.com/en/ | https://www.symaga.com/en/symaga-silos-continues-to-grow-in-ukraine/ | https://www.lanzadigital.com/provincia/villarta-de-san-juan/symaga-silos/
Resto/Madrid,EIIT - A Controlar company,Madrid,122,Mechanical Or Industrial Engineering,A,"EIIT es un fabricante español de equipos de automatización industrial y sistemas de test de producto propio, con 40 años de historia, 122 empleados y presencia real en 12 países. Encaja en el patrón ICP de Neety: industrial, exportador, venta directa a clientes finales en múltiples sectores (aeronáutica, defensa, electrónica, automoción, etc.), ticket alto y ciclo largo. El universo de compradores es amplio porque sus soluciones de test y automatización se aplican a prácticamente todos los sectores industriales del mundo, no a 5-25 cuentas. La señal de expansión internacional activa (partnership Rumanía, Productronica 2025, oficinas en USA/India/China) refuerza el fit. La única reserva es la exposición a Aerospace & Defense con Airbus, que introduce algo de concentración, pero no domina el perfil general. Grupo Controlar es español, no filial extranjera. Fit sólido.","Fabricante de equipos de automatización y sistemas de test: producto propio de alto valor (no consultora/servicios) | Presencia en 12 países con unidades de producción en España, Portugal, México y Malasia + oficinas en Alemania, China, USA e India (exportador real, 2024) | 122 empleados — sweet spot ICP (80-150) | Proyecto Airbus A400M FAL (Final Assembly Line): sistemas de test electrónico para aeronáutica/defensa, ticket muy alto y ciclo largo | Participación en Productronica 2025 (Munich) — feria internacional de fabricación electrónica, señal de prospección activa de nuevos mercados | Partnership con Alfa Test (Rumanía, diciembre 2025) — expansión activa de red internacional | Sector: Mechanical/Industrial Engineering + Aerospace & Defense; universo de compradores amplio (todos los sectores industriales) | 40 años de experiencia, marca consolidada con referencias en multinacionales como Airbus",https://controlar.com/en/eiit/ | https://www.eiit.com/en/news/cybersecurity-in-automation-test-engineering-and-critical-sectors-aerospace-defence/ | https://alfatest.ro/news/new-partnership-alfa-test-and-eiit-a-controlar-company/ | https://exhibitors.productronica.com/exhibitor-portal/2025/list-of-exhibitors/exhibitordetails/?elb=228.1100.2079.1.111 | https://www.airforce-technology.com/contractors/manufacturing/eiit/
Resto/Andalucía,KEYTER,Andalucía,237,Industrial Machinery Manufacturing,A,"KEYTER encaja bien con el ICP de Neety. Es un fabricante industrial español de equipos HVAC+R (bien de equipo, no servicio ni consultoría), con exportación real a más de 50 países y más del 50% de facturación fuera de España. Tiene estructura de venta directa con oficinas propias en mercados internacionales clave (Holanda, Turquía, Francia) y un universo de compradores amplio y diversificado (clientes industriales en alimentación, farmacia, data centers, proyectos de agua en 40-50 países). Capital 100% español, no es filial de multinacional extranjera. El plan de crecimiento hacia 100M€ y la apertura de nuevos mercados son señales activas de necesidad de inteligencia comercial. Las reservas menores son el tamaño consolidado del grupo (podría rozar el límite superior) y un posible canal mixto con distribuidores en mercados sin oficina propia.","Fabricante español de maquinaria industrial HVAC+R (chillers, climatización, producción de agua atmosférica) — bien de equipo de ticket alto, no commodity | Exporta a +50 países en 5 continentes; >50% de facturación en mercados internacionales (Europa, Norte África, Oriente Medio, América) | Oficinas propias de ventas y servicio en Holanda, Turquía y Francia — estructura de venta directa internacional con presencia local | Grupo 100% capital español fundado en Lucena (Córdoba); holding con marcas Keyter, Intarcon y Genaq — no es filial de multinacional extranjera | Plan de crecimiento ambicioso: de 60M€ (2021) a objetivo 100M€ y 800 empleos en 2025, con nuevas instalaciones de fabricación (primera piedra comunicada 2022) | 237 empleados en LinkedIn (ficha); grupo proyectaba >1.200 empleos directos totales con nueva planta — escala compatible con ICP sweet spot | Universo de compradores amplio: clientes industriales en múltiples sectores (alimentación, farmacia, hostelería, data centers, procesos industriales, proyectos de agua) en decenas de países",https://www.keyter.com/es/vision-internacional/ | https://www.eleconomista.es/andalucia/noticias/11672202/03/22/Keyter-Intarcon-Genaq-preve-alcanzar-los-100-millones-de-facturacion-en-2025.html | https://www.intarcon.com/se-coloca-la-primera-piedra-de-las-nuevas-instalaciones-del-grupo-keyter-intarcon-genaq/ | https://www.cepyme500.com/empresa/keyter-technologies | https://es.linkedin.com/company/keyter
Resto/Madrid,entrol simulators,Madrid,65,Aviation and Aerospace Component Manufacturing,A,"Entrol encaja bien con el ICP de Neety. Es fabricante español de producto propio (simuladores de vuelo certificados EASA/FAA) con exportación real a más de 35 países. Su modelo de negocio es venta directa al cliente final (academias, fuerzas armadas, operadores aéreos) con instalación y mantenimiento a lo largo de la vida útil del simulador — ticket alto y ciclo largo. El universo de compradores es amplio y global (multitud de operadores aéreos, escuelas de vuelo, defensa en todo el mundo), sin concentración en pocas cuentas. Señales recientes de expansión internacional activa (nuevos clientes en Australia, Luxemburgo, Túnez, Italia en 2024-2026) y nuevo modelo de producto en 2025. El único matiz es el tamaño (65 empleados), algo por debajo del sweet spot ideal, lo que baja ligeramente el score.","Simuladores certificados en más de 35 países (ficha LinkedIn) | Venta de 3 simuladores FNPT a World Aviation Group (Australia, 2025) | Entrega de simulador Air Tractor AT802 a Aquarius Aerial Firefighting (Luxemburgo, marzo 2026) | Instalación de simulador para Ministerio de Defensa de Túnez (2024) | Primer Full Flight Simulator Level B vendido a Air Corporate (Italia) | Nuevo modelo incorporado al portfolio (señal de expansión de producto, 2025) | Clientes en fuerzas armadas, academias de vuelo y operadores aéreos en múltiples continentes — universo amplio de compradores",https://entrol.net/ | https://entrol.net/entrol-expands-world-aviation-groups-training-capacity-with-three-simulators/ | https://entrol.net/entrol-installs-the-en-4000x-fnpt-ii-mcc-simulator-for-the-ministry-of-national-defense-of-tunisia/ | https://entrol.net/full-flight-simulator-for-air-corporate/ | https://aerialfiremag.com/2026/03/19/entrol-delivers-an-air-tractor-at802-simulator-to-aquarius-aerial-firefighting-to-enhance-aerial-firefighting-capabilities/ | https://entrol.net/new-simulator-model-for-the-portfolio/
Resto/Madrid,"FISAIR, Air Humidity Control",Madrid,145,Industrial Machinery Manufacturing,A,"FISAIR encaja sólidamente en el ICP de Neety. Es un fabricante industrial de producto propio (maquinaria de control de humedad) con más de 55 años de historia, 145 empleados (justo en el sweet spot) y un perfil exportador muy marcado: el 78% de sus ventas son exportaciones. Tiene filiales propias en México, lo que indica venta directa en mercados internacionales clave, y opera en sectores con compradores amplios y dispersos (energía, farma, alimentación, data centers) en todo el mundo. La apertura de una nueva planta en Madrid para baterías de litio es una señal activa de expansión de producto y mercado. El único matiz es que parte de la red internacional parece apoyarse en representantes/agentes externos además de estructuras propias, lo que podría hacer que la necesidad de inteligencia de señales por mercado sea aún mayor. En conjunto, el perfil es muy similar a clientes de referencia como Fagor Automation o ULMA Packaging.","Fabricante industrial de producto propio (humidificadores, deshumidificadores, enfriadores evaporativos) con más de 55 años de historia | 78% de las ventas corresponden a exportaciones, principalmente UE — alta dependencia del negocio internacional | Red internacional de representantes/especialistas técnicos en múltiples regiones (EMEA y más) | Filiales propias en México (FISAIR MEXICO S.A.P.I. de C.V. y FISAIR AMERICAN MANUFACTURING SAPI de C.V.) — indica presencia directa en mercados clave | Nueva planta en Madrid (2023) ampliando capacidad EMEA para fabricar deshumidificadores para baterías de litio — señal de expansión activa de producto y mercado | 145 empleados — tamaño en el sweet spot del ICP (80-150) | Sectores de cliente muy amplios: energía, alimentación, farmacéutica, data centers — universo de compradores amplio y diversificado globalmente",https://fisair.com/ | https://exportadores.cesce.es/exportaciones-fisair | https://www.veritradecorp.com/es/mexico/importaciones-y-exportaciones-fisair-mexico-s-a-p-i-de-cv/rfc-e170721he0 | https://www.linkedin.com/company/fisair
